Time [sec]          Ch A [K]  Ch B [K]  Ch C [K]  Ch D [K]  
1542122189          51.39     72.94     505.00    21.56     
1542122211          51.40     72.98     505.00    21.54     
1542122233          51.42     73.01     505.00    21.55     
1542122255          51.44     73.05     505.00    21.55     
1542122277          51.46     73.08     505.00    21.55     
1542122299          51.48     73.11     505.00    21.56     
1542122321          51.49     73.14     505.00    21.55     
1542122343          51.51     73.18     505.00    21.55     
1542122365          51.53     73.22     505.00    21.56     
1542122387          51.55     73.25     505.00    21.55     
1542122409          51.57     73.28     505.00    21.55     
1542122431          51.59     73.32     505.00    21.55     
1542122453          51.60     73.35     505.00    21.56     
1542122475          51.63     73.38     505.00    21.55     
1542122497          51.65     73.42     505.00    21.55     
1542122519          51.66     73.45     505.00    21.55     
1542122541          51.68     73.48     505.00    21.55     
1542122563          51.70     73.52     505.00    21.55     
1542122585          51.72     73.55     505.00    21.57     
1542122607          51.74     73.59     505.00    21.55     
1542122629          51.76     73.62     505.00    21.56     
1542122651          51.78     73.65     505.00    21.56     
1542122673          51.80     73.69     505.00    21.56     
1542122695          51.82     73.72     505.00    21.55     
1542122718          51.83     73.75     505.00    21.56     
1542122740          51.85     73.78     505.00    21.55     
1542122762          51.87     73.82     505.00    21.55     
1542122784          51.88     73.85     505.00    21.55     
1542122806          51.91     73.88     505.00    21.55     
1542122828          51.93     73.92     505.00    21.55     
1542122850          51.95     73.95     505.00    21.55     
1542122872          51.97     73.98     505.00    21.56     
1542122894          51.99     74.02     505.00    21.56     
1542122916          52.00     74.05     505.00    21.55     
1542122938          52.02     74.08     505.00    21.55     
1542122960          52.03     74.11     505.00    21.56     
1542122982          52.06     74.14     505.00    21.56     
1542123004          52.08     74.18     505.00    21.55     
1542123026          52.10     74.21     505.00    21.56     
1542123048          52.12     74.24     505.00    21.56     
1542123070          52.13     74.28     505.00    21.55     
1542123092          52.16     74.31     505.00    21.55     
1542123114          52.17     74.34     505.00    21.56     
1542123136          52.19     74.37     505.00    21.56     
1542123158          52.21     74.41     505.00    21.56     
1542123180          52.23     74.44     505.00    21.55     
1542123202          52.25     74.47     505.00    21.56     
1542123224          52.26     74.50     505.00    21.55     
1542123246          52.28     74.53     505.00    21.56     
1542123268          52.29     74.56     505.00    21.55     
1542123290          52.31     74.59     505.00    21.55     
1542123312          52.33     74.63     505.00    21.55     
1542123334          52.35     74.66     505.00    21.55     
1542123356          52.37     74.69     505.00    21.54     
1542123378          52.39     74.72     505.00    21.55     
1542123400          52.41     74.75     505.00    21.55     
1542123422          52.42     74.78     505.00    21.54     
1542123444          52.44     74.81     505.00    21.55     
1542123466          52.45     74.85     505.00    21.54     
1542123488          52.47     74.88     505.00    21.55     
1542123510          52.49     74.91     505.00    21.55     
1542123532          52.51     74.94     505.00    21.56     
1542123555          52.52     74.97     505.00    21.55     
1542123577          52.54     75.00     505.00    21.55     
1542123599          52.56     75.03     505.00    21.56     
1542123621          52.57     75.06     505.00    21.55     
1542123643          52.60     75.09     505.00    21.54     
1542123665          52.62     75.12     505.00    21.55     
1542123687          52.64     75.15     505.00    21.55     
1542123709          52.66     75.19     505.00    21.55     
1542123731          52.67     75.22     505.00    21.55     
1542123753          52.68     75.24     505.00    21.54     
1542123775          52.70     75.27     505.00    21.54     
1542123797          52.73     75.31     505.00    21.55     
1542123819          52.74     75.34     505.00    21.55     
1542123841          52.76     75.36     505.00    21.55     
1542123863          52.78     75.40     505.00    21.55     
1542123885          52.80     75.43     505.00    21.55     
1542123907          52.82     75.46     505.00    21.55     
1542123929          52.83     75.49     505.00    21.55     
1542123951          52.84     75.51     505.00    21.55     
1542123973          52.86     75.55     505.00    21.56     
1542123995          52.88     75.58     505.00    21.55     
1542124017          52.89     75.60     505.00    21.55     
1542124039          52.91     75.63     505.00    21.56     
1542124061          52.93     75.66     505.00    21.55     
1542124083          52.94     75.69     505.00    21.55     
1542124105          52.96     75.72     505.00    21.55     
1542124127          52.98     75.75     505.00    21.55     
1542124149          53.00     75.78     505.00    21.55     
1542124171          53.02     75.81     505.00    21.56     
1542124193          53.04     75.84     505.00    21.55     
1542124215          53.06     75.87     505.00    21.56     
1542124237          53.07     75.90     505.00    21.55     
1542124259          53.08     75.92     505.00    21.56     
1542124281          53.10     75.95     505.00    21.56     
1542124303          53.12     75.99     505.00    21.56     
1542124325          53.14     76.02     505.00    21.56     
1542124347          53.15     76.05     505.00    21.55     
1542124369          53.16     76.07     505.00    21.56     
1542124391          53.18     76.10     505.00    21.56     
1542124414          53.20     76.13     505.00    21.56     
1542124436          53.22     76.16     505.00    21.55     
1542124458          53.23     76.19     505.00    21.56     
1542124480          53.26     76.22     505.00    21.57     
1542124502          53.27     76.25     505.00    21.56     
1542124524          53.29     76.28     505.00    21.55     
1542124546          53.31     76.31     505.00    21.55     
1542124568          53.32     76.34     505.00    21.55     
1542124590          53.34     76.36     505.00    21.55     
1542124612          53.35     76.39     505.00    21.55     
1542124634          53.37     76.42     505.00    21.55     
1542124656          53.39     76.45     505.00    21.55     
1542124678          53.40     76.47     505.00    21.55     
1542124700          53.42     76.51     505.00    21.56     
1542124722          53.44     76.53     505.00    21.55     
1542124744          53.45     76.56     505.00    21.54     
1542124766          53.47     76.59     505.00    21.55     
1542124788          53.49     76.62     505.00    21.55     
1542124810          53.51     76.65     505.00    21.55     
1542124832          53.53     76.68     505.00    21.55     
1542124854          53.55     76.71     505.00    21.55     
1542124876          53.56     76.73     505.00    21.55     
1542124898          53.58     76.76     505.00    21.56     
1542124920          53.59     76.79     505.00    21.55     
1542124942          53.61     76.82     505.00    21.56     
1542124964          53.62     76.85     505.00    21.57     
1542124986          53.65     76.88     505.00    21.55     
1542125008          53.66     76.90     505.00    21.57     
1542125030          53.67     76.93     505.00    21.56     
1542125052          53.68     76.96     505.00    21.56     
1542125074          53.70     76.99     505.00    21.55     
1542125096          53.72     77.02     505.00    21.55     
1542125118          53.73     77.04     505.00    21.56     
1542125140          53.75     77.07     505.00    21.55     
1542125162          53.77     77.10     505.00    21.55     
1542125184          53.78     77.13     505.00    21.55     
1542125206          53.79     77.15     505.00    21.55     
1542125228          53.81     77.18     505.00    21.55     
1542125250          53.83     77.21     505.00    21.56     
1542125272          53.84     77.24     505.00    21.55     
1542125295          53.86     77.27     505.00    21.55     
1542125317          53.88     77.29     505.00    21.55     
1542125339          53.88     77.32     505.00    21.55     
1542125361          53.90     77.35     505.00    21.56     
1542125383          53.92     77.37     505.00    21.55     
1542125405          53.94     77.40     505.00    21.55     
1542125427          53.95     77.42     505.00    21.55     
1542125449          53.96     77.45     505.00    21.56     
1542125471          53.98     77.48     505.00    21.54     
1542125493          53.99     77.51     505.00    21.55     
1542125515          54.00     77.53     505.00    21.56     
1542125537          54.02     77.56     505.00    21.55     
1542125559          54.04     77.59     505.00    21.55     
1542125581          54.05     77.62     505.00    21.55     
1542125603          54.07     77.64     505.00    21.55     
1542125625          54.09     77.67     505.00    21.55     
1542125647          54.10     77.69     505.00    21.55     
1542125669          54.12     77.72     505.00    21.55     
1542125691          54.12     77.75     505.00    21.55     
1542125713          54.14     77.77     505.00    21.55     
1542125735          54.16     77.80     505.00    21.55     
1542125757          54.17     77.83     505.00    21.54     
1542125779          54.19     77.86     505.00    21.55     
1542125801          54.20     77.88     505.00    21.56     
1542125823          54.22     77.92     505.00    21.54     
1542125845          54.24     77.95     505.00    21.54     
1542125867          54.25     77.99     505.00    21.55     
1542125889          54.27     78.03     505.00    21.55     
1542125911          54.29     78.08     505.00    21.55     
1542125933          54.31     78.12     505.00    21.55     
1542125955          54.31     78.16     505.00    21.55     
1542125977          54.34     78.20     505.00    21.55     
1542125999          54.36     78.24     505.00    21.55     
1542126021          54.37     78.28     505.00    21.56     
1542126043          54.39     78.32     505.00    21.55     
1542126065          54.41     78.36     505.00    21.55     
1542126087          54.43     78.40     505.00    21.55     
1542126109          54.45     78.44     505.00    21.55     
1542126131          54.46     78.48     505.00    21.55     
1542126153          54.49     78.53     505.00    21.55     
1542126176          54.51     78.56     505.00    21.55     
1542126198          54.53     78.61     505.00    21.55     
1542126220          54.55     78.64     505.00    21.55     
1542126242          54.58     78.69     505.00    21.54     
1542126264          54.59     78.73     505.00    21.55     
1542126286          54.62     78.76     505.00    21.55     
1542126308          54.63     78.80     505.00    21.55     
1542126330          54.66     78.84     505.00    21.55     
1542126352          54.68     78.88     505.00    21.55     
1542126374          54.70     78.92     505.00    21.54     
1542126396          54.72     78.96     505.00    21.55     
1542126418          54.74     79.00     505.00    21.55     
1542126440          54.77     79.04     505.00    21.56     
1542126462          54.79     79.08     505.00    21.55     
1542126484          54.81     79.12     505.00    21.55     
1542126506          54.83     79.15     505.00    21.55     
1542126528          54.85     79.19     505.00    21.56     
1542126550          54.88     79.23     505.00    21.56     
1542126572          54.90     79.27     505.00    21.55     
1542126594          54.92     79.31     505.00    21.55     
1542126616          54.94     79.34     505.00    21.54     
1542126638          54.97     79.39     505.00    21.55     
1542126660          54.99     79.42     505.00    21.55     
1542126682          55.01     79.46     505.00    21.55     
1542126704          55.03     79.50     505.00    21.55     
1542126726          55.05     79.54     505.00    21.55     
1542126748          55.06     79.57     505.00    21.55     
1542126770          55.08     79.61     505.00    21.55     
1542126792          55.11     79.65     505.00    21.55     
1542126814          55.13     79.69     505.00    21.54     
1542126836          55.16     79.72     505.00    21.55     
1542126858          55.17     79.76     505.00    21.54     
1542126880          55.19     79.80     505.00    21.55     
1542126902          55.21     79.83     505.00    21.55     
1542126924          55.24     79.87     505.00    21.55     
1542126946          55.26     79.91     505.00    21.55     
1542126968          55.28     79.94     505.00    21.55     
1542126990          55.30     79.98     505.00    21.55     
1542127012          55.33     80.02     505.00    21.55     
1542127034          55.35     80.06     505.00    21.55     
1542127057          55.37     80.09     505.00    21.54     
1542127079          55.39     80.13     505.00    21.55     
1542127101          55.41     80.17     505.00    21.54     
1542127123          55.43     80.20     505.00    21.55     
1542127145          55.45     80.24     505.00    21.55     
1542127167          55.48     80.28     505.00    21.55     
1542127189          55.50     80.32     505.00    21.54     
1542127211          55.52     80.36     505.00    21.54     
1542127233          55.54     80.39     505.00    21.55     
1542127255          55.56     80.43     505.00    21.55     
1542127277          55.58     80.47     505.00    21.55     
1542127299          55.60     80.50     505.00    21.54     
1542127321          55.61     80.53     505.00    21.55     
1542127343          55.63     80.57     505.00    21.54     
1542127365          55.66     80.61     505.00    21.54     
1542127387          55.68     80.64     505.00    21.53     
1542127409          55.70     80.68     505.00    21.54     
1542127431          55.72     80.72     505.00    21.54     
1542127453          55.75     80.75     505.00    21.55     
1542127475          55.77     80.79     505.00    21.54     
1542127497          55.78     80.83     505.00    21.54     
1542127519          55.80     80.86     505.00    21.54     
1542127541          55.83     80.90     505.00    21.53     
1542127563          55.85     80.93     505.00    21.54     
1542127585          55.87     80.97     505.00    21.54     
1542127607          55.89     81.01     505.00    21.54     
1542127629          55.91     81.04     505.00    21.55     
1542127651          55.94     81.08     505.00    21.55     
1542127673          55.96     81.11     505.00    21.54     
1542127695          55.98     81.15     505.00    21.55     
1542127717          56.00     81.18     505.00    21.54     
1542127739          56.02     81.22     505.00    21.54     
1542127761          56.04     81.25     505.00    21.54     
1542127783          56.06     81.29     505.00    21.54     
1542127805          56.08     81.32     505.00    21.54     
1542127827          56.10     81.36     505.00    21.56     
1542127849          56.12     81.39     505.00    21.55     
1542127871          56.14     81.42     505.00    21.55     
1542127893          56.15     81.45     505.00    21.55     
1542127915          56.17     81.49     505.00    21.55     
1542127937          56.20     81.53     505.00    21.56     
1542127960          56.23     81.56     505.00    21.54     
1542127982          56.24     81.60     505.00    21.56     
1542128004          56.27     81.63     505.00    21.56     
1542128026          56.29     81.67     505.00    21.55     
1542128048          56.31     81.70     505.00    21.55     
1542128070          56.33     81.74     505.00    21.55     
1542128092          56.35     81.77     505.00    21.55     
1542128114          56.37     81.81     505.00    21.55     
1542128136          56.39     81.84     505.00    21.56     
1542128158          56.41     81.87     505.00    21.56     
1542128180          56.43     81.91     505.00    21.55     
1542128202          56.45     81.94     505.00    21.55     
1542128224          56.47     81.98     505.00    21.55     
1542128246          56.49     82.01     505.00    21.55     
1542128268          56.51     82.04     505.00    21.55     
1542128290          56.53     82.08     505.00    21.55     
1542128312          56.55     82.11     505.00    21.54     
1542128334          56.57     82.14     505.00    21.55     
1542128356          56.59     82.18     505.00    21.54     
1542128378          56.61     82.21     505.00    21.55     
1542128400          56.63     82.24     505.00    21.53     
1542128422          56.65     82.28     505.00    21.54     
1542128444          56.67     82.31     505.00    21.55     
1542128466          56.69     82.34     505.00    21.54     
1542128488          56.70     82.38     505.00    21.54     
1542128510          56.72     82.41     505.00    21.55     
1542128532          56.74     82.45     505.00    21.54     
1542128554          56.76     82.48     505.00    21.55     
1542128576          56.78     82.51     505.00    21.55     
1542128598          56.79     82.55     505.00    21.54     
1542128620          56.81     82.58     505.00    21.54     
1542128642          56.83     82.61     505.00    21.54     
1542128664          56.84     82.64     505.00    21.55     
1542128686          56.86     82.68     505.00    21.55     
1542128708          56.88     82.71     505.00    21.54     
1542128730          56.90     82.74     505.00    21.55     
1542128752          56.92     82.78     505.00    21.54     
1542128774          56.95     82.81     505.00    21.54     
1542128796          56.96     82.84     505.00    21.55     
1542128819          56.98     82.87     505.00    21.54     
1542128841          57.00     82.91     505.00    21.56     
1542128863          57.02     82.94     505.00    21.54     
1542128885          57.04     82.97     505.00    21.56     
1542128907          57.06     83.00     505.00    21.55     
1542128929          57.08     83.04     505.00    21.55     
1542128951          57.08     83.06     505.00    21.55     
1542128973          57.11     83.10     505.00    21.55     
1542128995          57.12     83.13     505.00    21.55     
1542129017          57.15     83.16     505.00    21.54     
1542129039          57.16     83.19     505.00    21.55     
1542129061          57.18     83.23     505.00    21.55     
1542129083          57.20     83.26     505.00    21.54     
1542129105          57.22     83.29     505.00    21.54     
1542129127          57.24     83.32     505.00    21.55     
1542129149          57.25     83.36     505.00    21.55     
1542129171          57.27     83.39     505.00    21.55     
1542129193          57.28     83.42     505.00    21.54     
1542129215          57.30     83.45     505.00    21.54     
1542129237          57.32     83.48     505.00    21.55     
1542129259          57.34     83.52     505.00    21.53     
1542129281          57.37     83.55     505.00    21.54     
1542129303          57.38     83.58     505.00    21.54     
1542129325          57.39     83.61     505.00    21.54     
1542129347          57.42     83.64     505.00    21.54     
1542129369          57.44     83.67     505.00    21.55     
1542129391          57.46     83.71     505.00    21.55     
1542129413          57.48     83.74     505.00    21.54     
1542129435          57.50     83.77     505.00    21.54     
1542129457          57.51     83.80     505.00    21.54     
1542129479          57.53     83.83     505.00    21.54     
1542129501          57.55     83.86     505.00    21.54     
1542129523          57.56     83.89     505.00    21.55     
1542129545          57.58     83.93     505.00    21.54     
1542129567          57.60     83.96     505.00    21.53     
1542129589          57.62     83.99     505.00    21.55     
1542129611          57.63     84.02     505.00    21.54     
1542129633          57.65     84.05     505.00    21.55     
1542129655          57.67     84.08     505.00    21.55     
1542129677          57.68     84.11     505.00    21.54     
1542129699          57.70     84.14     505.00    21.55     
1542129722          57.72     84.17     505.00    21.54     
1542129744          57.74     84.21     505.00    21.55     
1542129766          57.76     84.24     505.00    21.54     
1542129788          57.78     84.27     505.00    21.54     
1542129810          57.79     84.30     505.00    21.54     
1542129832          57.81     84.33     505.00    21.54     
1542129854          57.83     84.36     505.00    21.54     
1542129876          57.85     84.39     505.00    21.54     
1542129898          57.87     84.42     505.00    21.54     
1542129920          57.88     84.45     505.00    21.54     
1542129942          57.90     84.48     505.00    21.54     
1542129964          57.92     84.51     505.00    21.53     
1542129986          57.94     84.54     505.00    21.54     
1542130008          57.95     84.58     505.00    21.53     
1542130030          57.97     84.60     505.00    21.54     
1542130052          58.00     84.64     505.00    21.55     
1542130074          58.01     84.67     505.00    21.55     
1542130096          58.03     84.69     505.00    21.54     
1542130118          58.05     84.73     505.00    21.55     
1542130140          58.07     84.76     505.00    21.54     
1542130162          58.08     84.79     505.00    21.54     
1542130184          58.10     84.82     505.00    21.54     
1542130206          58.12     84.85     505.00    21.55     
1542130228          58.13     84.88     505.00    21.55     
1542130250          58.15     84.91     505.00    21.54     
1542130272          58.16     84.93     505.00    21.55     
1542130294          58.18     84.97     505.00    21.55     
1542130316          58.19     85.00     505.00    21.55     
1542130338          58.22     85.03     505.00    21.54     
1542130360          58.24     85.06     505.00    21.55     
1542130382          58.26     85.09     505.00    21.55     
1542130404          58.28     85.12     505.00    21.54     
1542130426          58.29     85.15     505.00    21.54     
1542130448          58.31     85.18     505.00    21.54     
1542130470          58.33     85.20     505.00    21.55     
1542130492          58.34     85.23     505.00    21.54     
1542130514          58.36     85.26     505.00    21.54     
1542130536          58.38     85.30     505.00    21.53     
1542130558          58.41     85.33     505.00    21.54     
1542130580          58.42     85.36     505.00    21.54     
1542130602          58.44     85.39     505.00    21.55     
1542130625          58.46     85.42     505.00    21.53     
1542130647          58.48     85.45     505.00    21.54     
1542130669          58.49     85.47     505.00    21.54     
1542130691          58.51     85.50     505.00    21.54     
1542130713          58.52     85.53     505.00    21.54     
1542130735          58.54     85.57     505.00    21.54     
1542130757          58.56     85.60     505.00    21.54     
1542130779          58.57     85.63     505.00    21.55     
1542130801          58.59     85.65     505.00    21.53     
1542130823          58.60     85.68     505.00    21.54     
1542130845          58.62     85.71     505.00    21.53     
1542130867          58.63     85.74     505.00    21.54     
1542130889          58.65     85.77     505.00    21.54     
1542130911          58.66     85.80     505.00    21.54     
1542130933          58.68     85.83     505.00    21.54     
1542130955          58.70     85.86     505.00    21.53     
1542130977          58.72     85.89     505.00    21.53     
1542130999          58.73     85.92     505.00    21.53     
1542131021          58.75     85.95     505.00    21.53     
1542131043          58.76     85.97     505.00    21.54     
1542131065          58.78     86.00     505.00    21.54     
1542131087          58.79     86.03     505.00    21.53     
1542131109          58.81     86.06     505.00    21.54     
1542131131          58.82     86.09     505.00    21.52     
1542131153          58.83     86.12     505.00    21.53     
1542131175          58.85     86.14     505.00    21.54     
1542131197          58.87     86.17     505.00    21.54     
1542131219          58.88     86.13     505.00    21.53     
1542131241          58.90     86.01     505.00    21.54     
1542131263          58.92     85.84     505.00    21.54     
1542131285          58.92     85.63     505.00    21.54     
1542131307          58.93     85.39     505.00    21.54     
1542131329          58.94     85.14     505.00    21.54     
1542131351          58.93     84.88     505.00    21.54     
1542131373          58.92     84.61     505.00    21.54     
1542131395          58.90     84.34     505.00    21.53     
1542131417          58.86     84.06     505.00    21.54     
1542131439          58.82     83.80     505.00    21.54     
1542131461          58.78     83.53     505.00    21.54     
1542131484          58.74     83.26     505.00    21.54     
1542131506          58.68     83.00     505.00    21.54     
1542131528          58.62     82.74     505.00    21.53     
1542131550          58.55     82.48     505.00    21.54     
1542131572          58.47     82.23     505.00    21.54     
1542131594          58.40     81.98     505.00    21.54     
1542131616          58.32     81.73     505.00    21.54     
1542131638          58.23     81.48     505.00    21.54     
1542131660          58.13     81.24     505.00    21.54     
1542131682          58.04     81.00     505.00    21.54     
1542131704          57.94     80.75     505.00    21.54     
1542131726          57.84     80.51     505.00    21.54     
1542131748          57.74     80.27     505.00    21.55     
1542131770          57.63     80.03     505.00    21.53     
1542131792          57.52     79.80     505.00    21.53     
1542131814          57.41     79.56     505.00    21.54     
1542131836          57.30     79.33     505.00    21.54     
1542131858          57.17     79.09     505.00    21.53     
1542131880          57.06     78.86     505.00    21.54     
1542131902          56.95     78.62     505.00    21.54     
1542131924          56.83     78.39     505.00    21.54     
1542131946          56.70     78.16     505.00    21.54     
1542131968          56.58     77.93     505.00    21.54     
1542131990          56.46     77.70     505.00    21.54     
1542132012          56.33     77.47     505.00    21.54     
1542132034          56.21     77.24     505.00    21.54     
1542132056          56.07     77.01     505.00    21.54     
1542132078          55.94     76.78     505.00    21.54     
1542132100          55.81     76.55     505.00    21.54     
1542132122          55.67     76.31     505.00    21.54     
1542132144          55.54     76.08     505.00    21.55     
1542132166          55.41     75.85     505.00    21.55     
1542132188          55.27     75.61     505.00    21.54     
1542132210          55.13     75.38     505.00    21.54     
1542132232          55.00     75.15     505.00    21.54     
1542132254          54.86     74.91     505.00    21.54     
1542132276          54.73     74.67     505.00    21.54     
1542132298          54.58     74.43     505.00    21.54     
1542132320          54.45     74.19     505.00    21.54     
1542132342          54.31     73.96     505.00    21.54     
1542132365          54.17     73.71     505.00    21.53     
1542132387          54.02     73.47     505.00    21.54     
1542132409          53.88     73.23     505.00    21.54     
1542132431          53.74     72.99     505.00    21.53     
1542132453          53.59     72.74     505.00    21.54     
1542132475          53.45     72.50     505.00    21.54     
1542132497          53.30     72.25     505.00    21.54     
1542132519          53.16     72.00     505.00    21.55     
1542132541          53.01     71.76     505.00    21.54     
1542132563          52.86     71.51     505.00    21.53     
1542132585          52.71     71.26     505.00    21.54     
1542132607          52.56     71.01     505.00    21.54     
1542132629          52.42     70.76     505.00    21.54     
1542132651          52.27     70.51     505.00    21.54     
1542132673          52.11     70.25     505.00    21.54     
1542132695          51.97     70.00     505.00    21.54     
1542132717          51.81     69.75     505.00    21.54     
1542132739          51.66     69.49     505.00    21.54     
1542132761          51.50     69.23     505.00    21.54     
1542132783          51.35     68.97     505.00    21.54     
1542132805          51.20     68.71     505.00    21.54     
1542132827          51.04     68.45     505.00    21.53     
1542132849          50.88     68.18     505.00    21.54     
1542132871          50.72     67.91     505.00    21.55     
1542132893          50.56     67.64     505.00    21.54     
1542132915          50.40     67.37     505.00    21.54     
1542132937          50.25     67.10     505.00    21.55     
1542132959          50.08     66.83     505.00    21.55     
1542132981          49.92     66.55     505.00    21.54     
1542133003          49.76     66.28     505.00    21.54     
1542133025          49.59     66.00     505.00    21.54     
1542133047          49.43     65.72     505.00    21.54     
1542133069          49.27     65.44     505.00    21.54     
1542133091          49.10     65.16     505.00    21.54     
1542133113          48.93     64.88     505.00    21.54     
1542133135          48.76     64.59     505.00    21.55     
1542133157          48.59     64.31     505.00    21.54     
1542133179          48.41     64.02     505.00    21.54     
1542133201          48.23     63.73     505.00    21.54     
1542133223          48.05     63.44     505.00    21.54     
1542133245          47.88     63.15     505.00    21.54     
1542133268          47.70     62.85     505.00    21.54     
1542133290          47.51     62.55     505.00    21.54     
1542133312          47.34     62.24     505.00    21.54     
1542133334          47.16     61.94     505.00    21.54     
1542133356          46.98     61.63     505.00    21.53     
1542133378          46.79     61.32     505.00    21.54     
1542133400          46.61     61.01     505.00    21.54     
1542133422          46.42     60.69     505.00    21.54     
1542133444          46.23     60.38     505.00    21.53     
1542133466          46.04     60.06     505.00    21.54     
1542133488          45.84     59.74     505.00    21.54     
1542133510          45.64     59.42     505.00    21.54     
1542133532          45.44     59.09     505.00    21.53     
1542133554          45.24     58.76     505.00    21.53     
1542133576          45.03     58.43     505.00    21.54     
1542133598          44.83     58.10     505.00    21.53     
1542133620          44.62     57.76     505.00    21.53     
1542133642          44.40     57.42     505.00    21.54     
1542133664          44.20     57.08     505.00    21.54     
1542133686          43.99     56.73     505.00    21.53     
1542133708          43.77     56.38     505.00    21.54     
1542133730          43.55     56.02     505.00    21.54     
1542133752          43.33     55.66     505.00    21.54     
1542133774          43.10     55.29     505.00    21.53     
1542133796          42.87     54.92     505.00    21.54     
1542133818          42.65     54.55     505.00    21.54     
1542133840          42.41     54.17     505.00    21.54     
1542133862          42.17     53.79     505.00    21.54     
1542133884          41.92     53.40     505.00    21.54     
1542133906          41.68     53.01     505.00    21.55     
1542133928          41.43     52.61     505.00    21.53     
1542133950          41.17     52.21     505.00    21.54     
1542133972          40.91     51.80     505.00    21.54     
1542133994          40.64     51.39     505.00    21.54     
1542134016          40.37     50.98     505.00    21.53     
1542134038          40.09     50.55     505.00    21.54     
1542134060          39.81     50.12     505.00    21.53     
1542134082          39.52     49.69     505.00    21.54     
1542134104          39.23     49.24     505.00    21.54     
1542134126          38.93     48.79     505.00    21.53     
1542134148          38.62     48.32     505.00    21.53     
1542134171          38.31     47.85     505.00    21.53     
1542134193          37.98     47.36     505.00    21.53     
1542134215          37.67     46.87     505.00    21.53     
1542134237          37.34     46.37     505.00    21.53     
1542134259          36.98     45.86     505.00    21.53     
1542134281          36.63     45.34     505.00    21.53     
1542134303          36.25     44.81     505.00    21.54     
1542134325          35.88     44.26     505.00    21.53     
1542134347          35.49     43.71     505.00    21.54     
1542134369          35.09     43.14     505.00    21.53     
1542134391          34.68     42.55     505.00    21.53     
1542134413          34.24     41.94     505.00    21.53     
1542134435          33.80     41.32     505.00    21.53     
1542134457          33.31     40.68     505.00    21.54     
1542134479          32.84     40.01     505.00    21.53     
1542134501          32.33     39.31     505.00    21.53     
1542134523          31.80     38.59     505.00    21.54     
1542134545          31.24     37.86     505.00    21.54     
1542134567          30.67     37.09     505.00    21.54     
1542134589          30.06     36.27     505.00    21.54     
1542134611          29.41     35.42     505.00    21.54     
1542134633          28.74     34.55     505.00    21.53     
1542134655          27.99     33.60     505.00    21.53     
1542134677          27.20     32.62     505.00    21.54     
1542134699          26.35     31.56     505.00    21.53     
1542134721          25.45     30.44     505.00    21.54     
1542134743          24.46     29.23     505.00    21.53     
1542134765          23.41     27.94     505.00    21.54     
1542134787          22.31     26.54     505.00    21.53     
1542134809          21.06     25.07     505.00    21.52     
1542134831          19.75     23.49     505.00    21.53     
1542134853          18.30     21.83     505.00    21.52     
1542134875          16.95     20.14     505.00    21.53     
1542134897          15.61     18.49     505.00    21.53     
1542134919          14.56     17.08     505.00    21.53     
1542134941          13.76     16.02     505.00    21.53     
1542134963          13.20     15.30     505.00    21.53     
1542134985          12.93     14.86     505.00    21.54     
1542135008          12.67     14.62     505.00    21.53     
1542135030          12.63     14.47     505.00    21.53     
1542135052          12.49     14.38     505.00    21.54     
1542135074          12.48     14.33     505.00    21.54     
1542135096          12.46     14.30     505.00    21.52     
1542135118          12.42     14.28     505.00    21.54     
1542135140          12.45     14.25     505.00    21.54     
1542135162          12.35     14.23     505.00    21.54     
1542135184          12.43     14.22     505.00    21.52     
1542135206          12.34     14.20     505.00    21.54     
1542135228          12.37     14.19     505.00    21.54     
1542135250          12.35     14.18     505.00    21.54     
1542135272          12.34     14.18     505.00    21.53     
1542135294          12.38     14.17     505.00    21.54     
1542135316          12.31     14.16     505.00    21.52     
1542135338          12.38     14.16     505.00    21.52     
1542135360          12.29     14.15     505.00    21.52     
1542135382          12.35     14.14     505.00    21.53     
1542135404          12.29     14.12     505.00    21.53     
1542135426          12.29     14.12     505.00    21.52     
1542135448          12.31     14.11     505.00    21.53     
1542135470          12.25     14.10     505.00    21.53     
1542135492          12.31     14.09     505.00    21.52     
1542135514          12.21     14.07     505.00    21.52     
1542135536          12.28     14.07     505.00    21.53     
1542135558          12.23     14.06     505.00    21.53     
1542135580          12.22     14.04     505.00    21.53     
1542135602          12.23     14.03     505.00    21.52     
1542135624          12.18     14.02     505.00    21.52     
1542135646          12.24     14.02     505.00    21.52     
1542135668          12.16     14.02     505.00    21.53     
1542135690          12.25     14.02     505.00    21.53     
1542135712          12.19     14.02     505.00    21.53     
1542135734          12.20     14.01     505.00    21.53     
1542135756          12.19     14.00     505.00    21.54     
1542135778          12.16     14.00     505.00    21.53     
1542135800          12.21     13.98     505.00    21.53     
1542135822          12.12     13.97     505.00    21.53     
1542135844          12.20     13.97     505.00    21.53     
1542135866          12.13     13.96     505.00    21.52     
1542135888          12.15     13.96     505.00    21.53     
1542135911          12.15     13.95     505.00    21.52     
1542135933          12.11     13.95     505.00    21.53     
1542135955          12.19     13.95     505.00    21.54     
1542135977          12.09     13.94     505.00    21.52     
1542135999          12.18     13.95     505.00    21.52     
1542136021          12.12     13.94     505.00    21.53     
1542136043          12.12     13.93     505.00    21.53     
1542136065          12.15     13.94     505.00    21.52     
1542136087          12.08     13.93     505.00    21.53     
1542136109          12.16     13.93     505.00    21.53     
1542136131          12.08     13.93     505.00    21.53     
